FD5, 360.68, 144.43, 0.00, FIDUCIAL1X2, FIDUCIAL-1X2
U$621, 202.96, 69.44, 195.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$622, 204.54, 61.14, 150.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$623, 206.71, 53.17, 150.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$624, 210.95, 72.25, 240.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$625, 207.14, 67.02, 240.00, 0603-1U-CAP, 0603
U$626, 218.96, 74.34, 240.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$627, 209.78, 65.50, 195.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$628, 216.60, 61.56, 195.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$629, 223.40, 57.64, 195.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$63, 47.19, 73.36, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$630, 224.47, 49.63, 150.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$631, 226.66, 41.65, 150.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$632, 230.88, 60.74, 240.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$633, 238.89, 62.83, 240.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$634, 227.78, 55.11, 240.00, 0603-1U-CAP, 0603
U$635, 230.22, 53.70, 195.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$636, 237.04, 49.76, 195.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$64, 40.39, 69.44, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$65, 32.42, 72.22, 30.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$66, 24.43, 74.33, 30.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$67, 38.83, 61.12, 120.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$68, 36.21, 67.02, 120.00, 0603-1U-CAP, 0603
